# English method dictionary: word<TAB>Traditional Chinese candidate
# Generated from MCK-compatible English keys; project choices may override ambiguous mappings.
aardvark	土豬
birthright	生有權
biscuit	小麵包
bisect	二等分
bisexual	兩性
bisexuality	雙性戀
bishop	主教
bison	野牛
bisyllable	雙音節
bit	一點
bitch	母狗
bite	彩度
bitter	難堪
bittern	鹵水
bitterness	苦味
bituminous	瀝青
bizarre	希奇古怪
blab	多嘴
black	黑色
blackberry	黑莓
blackbird	烏鶇
blackboard	黑板
blackburn	布萊克本
blackcurrant	紅醋栗
blacken	涅
blackfish	黑魚
blackfly	蚋
blacklist	黑名單
blackmail	黑信
blackout	暗轉
blacksmith	鐵匠
bladder	膀胱
blade	葉片
blair	布萊爾
blame	不是
blandishments	花言巧語
blank	空白
blanket	毛毯
blankminded	倥
blaspheme	褻瀆
blasphemy	褻瀆的話
blast	爆破
blather	胡扯
blaze	火光
blazer	發光體
blazing	熾烈
bleach	變淡
bleak	蒼涼
bled	佛洛依德
bleed	出血
bleeding	出血
blemish	瑕疵
blend	交融
blender	混合器
bless	保佑
blessed	幸福
blessing	保佑
blessings	祝福
blight	枯萎病
blind	失明
blindly	一味
blindness	視盲
blink	霎眼
blissful	美滿
blister	水泡
blitzkrieg	閃電戰
blizzard	暴風雪
bloated	脝
bloc	集團
block	力阻
blockade	封鎖
blockage	堵塞
blocked	受阻
blockhead	檮
blockhouse	碉堡
blocking	閉塞
bloemfontein	布隆方丹
blog	部落格
blogger	博客
blond	金髮
blood	血液
bloodbath	血泊
bloodline	血緣
bloodsoaked	浴血
bloodstain	血污
bloodstained	血跡斑斑
bloodstone	雞血石
bloody	殘忍
bloom	成長
blooming	盛開
blossom	生長茂盛
blot	污痕
blouse	上衫
blow	打擊
blower	風箱
blowfish	鯸
blown	吹成
bludgeon	打棍子
blue	青棗
blueberry	越桔
bluefish	鯥
bluegreen	青色
blueprint	圖樣
blueprinted	勾畫
bluetooth	藍牙
bluff	虛張聲勢
bluishgreen	翠
blunder	大錯
blunderer	胡涂虫
blunt	不客氣
blur	模糊
blurred	迷離
blurry	模糊
blush	飛紅
blushing	臉紅
bluster	詐唬
boar	公豬
board	板子
boarder	寄宿生
boast	自吹自擂
boastful	嘐
boat	小船
boatman	船夫
boats	船舶
bob	同人爭
bobsled	雪橇
bodhidharma	達摩
bodhisattva	薩
body	正文
bodybuilding	健美運動
bodyguard	保鏢
boehmeria	苧麻
bogey	鬼怪
bogus	假的
boil	北愛爾蘭
boiler	鍋爐
boiling	沸騰
boisterous	哄然
bold	大膽
boldness	氣魄
bolivia	玻利維亞
bologna	博洛尼亞
bolshevik	布爾什維克
bolster	抱枕
bolt	門栓
bomb	炮轟
bombard	炮擊
bombardment	炮擊
bombastic	嘐
bond	貓仔
bone	骨頭
bonechilling	刺骨
bones	骨骼
bonfire	篝火
bonito	鰹
bonnet	蘇格蘭帽
bonus	紅利
book	本子
bookbinding	裝訂
bookcase	書架
bookishness	本本主義
bookkeeper	記帳員
bookkeeping	記賬
booklet	小冊子
bookmark	書簽
books	書籍
bookshelf	書架
bookshop	書局
bookstore	書局
bookworm	蠹
boom	激增
boor	土包子
boorish	放縱
boost	提高
boot	行李箱
booth	電話亭
bootlicker	跟屁蟲
bootlicking	馬屁
boots	靴子
booty	贓物
bordeaux	波爾多
border	邊頭
bordering	毗鄰
borderland	邊地
borderline	邊緣
bore	煩擾
bored	無聊
boring	乏味
born	雞仔嘜
borneol	冰片
borrow	借用
borrower	承租方
bosnia	波斯尼亞
bosniaherzegovinia	波黑
bosom	懷裡
boson	玻色子
boss	上司
bossy	跋扈
botanical	植物
botany	植物學
botch	敷衍
botched	拙劣
both	二者
bother	打攪
bothered	受窘
bothersome	傷腦筋
botswana	博茨瓦納
bottle	瓶子
bottleneck	瓶頸
bottom	最低
bottomless	無底
botulin	肉毒素
botulism	肉中毒
boudoir	梳妝室
bought	買到
boulder	漂礫
boulders	磥
boulevard	大道
bounce	亂跳
bound	受束縛
boundary	界限
boundless	不窮
bounds	界線
bounteous	闊氣
bouquet	花束
bow	不外乎
bowl	一碗
bowlegged	羅圈腿
bowling	保齡球
bowman	射手
bowstring	弓弦
box	同儕
boxer	拳手
boxing	鬥拳
boy	小子
boycott	杯葛
boyd	貽人話柄
boyfriend	男朋友
boyish	孩子氣
boys	不外如是
bra	巴西
bracelet	手鐲
braces	大括號
brachium	肱
bracket	支撐架
brackets	小括號
brads	角釘
brag	自白
bragging	招搖
brahmanism	婆羅門教
braid	編製
brain	大腦
brainless	缺心少肺
brains	頭腦
brainstorm	集體研討
brainwash	洗腦
brake	制動器
bramble	虆
brambles	荊
bran	米糠
branch	分會
brand	商標
brandish	舞弄
brands	品牌
brandy	白蘭地
brass	黃銅
brassiere	抹
brassy	狂妄
bratislava	布拉迪斯拉發
brave	出生入死
bravelooking	昂昂
bravery	英勇
bravo	好極了
brawl	毆
brawn	膂力
braying	叫聲
brazier	火盆
brazil	巴西
breach	中斷
bread	生計
breadcrumbs	麵包渣
breadth	廣度
break	打破
breakdown	故障
breaker	浪
breakfast	早餐
breakthrough	重大進展
breakwater	磯
bream	蝙魚
breast	奶子
breastbone	胸骨
breastfeed	哺乳
breastfeeding	授乳
breastplate	胸甲
breastwork	胸牆
breath	一口氣
breathe	通氣
breathless	氣喘喘
breechcloth	短褲
breed	品種
breeding	選育
breeze	和風
bretagne	布裏坦尼
brethren	弟兄們
brew	釀造
briar	荊棘
bribe	行賄
bribery	受賄
brick	積木
bride	新娘
bridegroom	新郎
brideprice	定禮
bridge	琴馬
bridle	韁
brief	小結
briefing	發布會
briefly	概括
brigadier	準將
bright	心靈
brightcolored	鮮艷
brighten	放晴
brightness	明亮
brilliance	光彩
brilliant	出色
brine	鹽鹵
bring	拿來
brink	邊緣
brisk	活潑
brisket	胸肉
bristle	剛毛
bristles	鬃
britain	英國
british	英國
brittle	易碎
broad	心胸開闊
broadax	寬斧
broadband	寬帶
broadcast	廣播
broaden	擴張
broadminded	寬宏大度
broadsword	大刀
brocade	錦緞
broccoli	西蘭花
brochure	小冊子
broil	烤
broken	殘破
brokenhearted	傷心
broker	經紀
brokerage	回釦
bronchitis	支氣管炎
brontograph	雷電計圖
brontometer	雷電計
bronze	青銅
brooch	胸針
brood	報窩
brook	小河
broom	掃帚
broth	清湯
brothel	柳陌花衢
brother	同胞
brotherinlaw	叔子
brothers	兄弟
brouhaha	喧嘩
brown	咖啡色
brows	眉頭
browse	吃草
browser	瀏覽器
brucella	布魯氏菌病
brucellosis	波狀熱
bruise	打傷
bruising	血暈
brunei	文萊
brush	畫筆
brushwood	矮林
brushwork	筆觸
brutal	暴虐
bt	不丹
bubble	水泡
buchanan	布坎南
buchenwald	布痕瓦爾德
buck	雄鹿
bucket	水桶
buckle	帶釦
buckwheat	蕎麥
bud	出苗
buddha	佛陀
buddhism	佛教
buddhist	佛教徒
buddhists	緇
budding	蕻
budge	動彈
budget	經費
budgie	虎斑鸚鵡
buff	淺黃色
buffalo	水牛
buffer	緩衝
buffet	自助餐
bug	小昆蟲
buggery	雞奸
buglar	喇叭
bugle	號筒
buick	別克
build	個子
building	大廈
buildingplot	墺
bulb	電燈泡
buletin	公告
bulgaria	保加利亞
bulge	隆起
bulging	便便
bulk	大量
bulky	粗大
bull	公牛
bulldog	牛頭犬
bulldozer	推土機
bullet	子彈
bulletheaded	榆木腦殼
bulletin	會報
bulletproof	防彈
bullfighting	鬥牛
bullfrog	牛蛙
bullion	金銀塊
bullish	看好
bullock	牯
bullrush	蒲
bullshit	狗屁
bully	強梁
bullying	蠻
bulrush	香蒲
bumblebee	大黃蜂
bump	愛你一世
bumpkin	鄉巴佬
bumpy	坑坑窪窪
bun	圓形麵包
bunch	成串
bundle	包囊
bungalow	平房
bungle	貽誤
bungler	胡涂虫
bunk	空話
bunker	暗堡
bunny	栗鼠
buoy	浮標
buoyancy	浮力
buoyant	渢
burden	重任
burdened	負重擔
burdensome	繁重
burdock	牛蒡
bureau	處
bureaucracy	官場
bureaucrat	官僚
buret	滴定管
burette	滴定管
burglar	竊盜
burial	喪葬
burn	發光
burnish	拋光
burnt	焦
burp	打嗝
burr	毛口
burst	決口
burundi	布隆迪
bury	下葬
bus	公車
bush	灌木
business	生意
businessman	生意人
busk	吹簫
buskin	鞨
buskins	袚
bust	半身像
bustle	繁忙
bustling	忙碌
busy	忙碌
but	不要緊
butane	丁烷
butanol	丁醇
butcher	屠夫
butler	管家
butt	屁股
butter	黃油
buttercup	毛茛
butterfly	蝴蝶
buttocks	屁股
button	按鈕
butyl	丁
buxom	丰
buy	同你講
buyer	買家
buzz	嗡嗡
buzzing	噪
by	八月
bye	再見
byebye	拜拜
byelection	補選
byelorussia	白俄羅斯
bypass	分流
byplay	枝節
byproduct	副產品
byte	字節
byzantium	拜占庭
cab	的士
cabbage	甘藍
cabin	小屋
cabinet	小型櫃櫥
cable	電報
caboose	守車
cache	高速緩存
cactus	仙人掌
cadence	調子
cadet	入伍生
cadillac	凱迪拉克
cadmium	鉲
cadolinium	鈊
caesaropapism	政教合一
cafe	咖啡館
cafeteria	小飯館
caffeine	咖啡因
cage	籠子
cajole	諂
cake	蛋糕
cakes	餅餌
calabash	蠡
calamitous	多災多難
calamity	危難
calcarine	距狀皮層
calcification	鈣化
calcify	鈣化
calcitonin	降血鈣素
calcium	鈣質
calculate	打算
calculation	打算
calculator	計算機
calculus	分析學
calendar	行事曆
calender	砑
calf	小牛
caliber	口徑
calibrate	校準
calico	白布
california	加州
calipash	鱉裙
calipers	測徑器
call	要求
calla	馬蹄蓮
called	名叫
calligrapher	書法家
calligraphy	書法
callous	心硬
callus	雞眼
calm	從容不迫
calomel	甘汞
calorie	卡路裡
calumny	中傷
cam	柬埔寨
camaraderie	情誼
camber	彎曲度
cambodia	柬埔寨
camel	駱駝
camelia	山茶花
camera	相機
cameraman	攝影師
cameroon	喀麥隆
camouflage	保護色
camp	度假營
campaign	行動
campanile	鐘樓
campfire	營火
camphane	莰
camphor	樟腦
campus	校地
camshaft	凸輪軸
can	加拿大
canada	加拿大
canadian	加拿大
canal	人工河
canard	逸聞
canary	金絲雀
cancel	中止
cancer	癌症
candid	直率
candidate	應徵者
candle	蠟燭
candlewick	炷
candy	糖果
cane	手杖
cangjie	倉頡
cannabis	大麻
cannibalism	同類相食
cannibalize	拆用
cannon	大炮
cannot	不可
canoe	獨木舟
canoeing	皮劃艇
canon	教規
canopy	天篷
cant	鐦
canteen	小飯館
canter	慢跑
canthus	眥
canton	郡
cantonese	廣東人
canvas	帆布
canyon	峽谷
cap	錯晒
capabilities	能量
capability	能力
capable	有能力
capacitance	電容
capacitor	電容器
capacity	能力
cape	海角
caper	馬檳榔
capillary	微血管
capital	資本
capitalism	資本主義
capitalist	資本家
capitalistroader	走資派
capitol	國會大廈
capoeira	卡波耶拉
capricornus	摩羯座
capsize	翻倒
capsized	覆沒
capsule	蒴
captain	上校
caption	說明
captivate	迷住
captivating	眩麗
captive	俘虜
captivity	囚禁
capture	收繳
car	車子
carambola	萇
caramel	焦糖
carapace	甲殼
caravan	活動房屋
caraway	藏茴香果
carbamate	氨基甲酸酯類化合物
carbamide	尿素
carbocysteine	羧甲司坦
carbohydrate	醣類
carbon	碳
carbonate	碳酸
carbonic	含碳
carbuncle	癰
carburetor	化油器
carburization	滲碳
carcass	屍首
carcinogen	致癌物
carcinogenous	致癌
carcinoma	癌
card	名片
cardboard	硬紙
cardholder	持卡人
cardiff	加的夫
cardiovascular	心血管
cards	牌
care	在乎
career	生涯
careerism	野心
carefree	自由自在
careful	不苟
carefully	好好兒
careless	不在意
carelessly	不經意
carelessness	紕
carer	保護人
caress	撫抱
careworn	瘁
carex	薹草
cargo	貨運
caribbean	加勒比
caricature	漫畫
caring	有愛心
carlsberg	嘉士伯
carmen	卡門
carnation	康乃馨
carnival	歡宴
carnivore	肉食動物
carnivorous	食肉
carnotite	釩鉀鈾礦石
carol	頌歌
carotene	胡蘿蔔素
carousal	狂歡
carouse	狂歡
carousel	行李傳送帶
carp	挑毛剔刺
carpenter	木工
carpentry	木工
carpet	地毯
carriage	車廂
carrier	帶病
carrion	腐肉
carrot	胡蘿卜
carry	提溜
carsick	暈車
cart	行李車
cartagena	卡塔赫納
carthage	迦太基
cartilage	軟骨
cartographic	制圖
carton	紙箱
cartoon	動畫
carve	雕刻
carving	版刻
cascade	小瀑布
case	個案
casebycase	個案
casement	窗子
caseworker	社會工作者
cash	現金
cashier	出納
casino	賭場
casio	卡西歐
cask	中區卅間
casket	小箱
cassandra	烏鴉嘴
cassette	暗盒
cassock	衲
cast	演員陣容
castigate	鞭撻
castle	城堡
castoffs	唾餘
castrate	羯
castration	宮刑
casual	非正式
casualties	死傷
casualty	傷者
cat	分開
catalog	目錄
catalogue	編目
catalonia	加泰羅尼亞
catalpa	楸
catalysis	催化
catalyst	催化劑
catapult	彈射
cataract	白內障
catastrophe	浩劫
catastrophic	災難性
catastrophism	災變論
catch	接住
catcher	捕手
catchphrase	口號
categorically	一概
category	種類
catering	配餐
caterpillar	毛毛蟲
catfish	鯰魚
cathay	華夏
cathedral	大教堂
catherine	凱瑟琳
cathode	負極
catholic	天主教的
cattail	香蒲
cattle	家畜
catty	斤
cattycorner	斜對
caucasus	高加索
cauldron	大鍋
cauliflower	花椰菜
cause	成因
causeway	地道
cauterize	灸
caution	小心
cautious	不含糊
cavalry	騎兵
cave	山洞
cavern	大地洞
caviar	魚子
cavity	空洞
ccitt	國際電報電話咨詢委員會
cd	查德
cdrom	光碟
cease	中止
ceaselessly	不休
cedar	西洋杉
cedarwood	雪松
ceiling	天花
celebrate	歡慶
celebrated	著名
celebration	典禮
celebrities	名流
celebrity	知名人士
celery	芹菜
celestial	天上
cell	電池
cellar	地下室
cellist	大提琴手
cello	大提琴
cellphone	大哥大
celluloid	假象牙
cellulose	纖維素
celsius	攝氏
celt	凱爾特人
celtic	塞爾特
cement	三合土
cemetery	公墓
censure	責難
census	人口調查
cent	一分錢
centaur	人馬
center	中心
centigrade	攝氏
centigram	厘克
centiliter	厘升
centimeter	公分
centipede	蜈蚣
central	中心
centralize	統攬
centralized	集中
centre	中心
centrifuge	離心機
centriole	中心粒
centrist	中立派
century	一百年
cephalothin	頭孢菌
ceramic	瓷磚
ceramics	陶瓷
cereal	穀物
cereals	糧食
cerebrum	大腦
ceremonious	隆重
ceremony	禮儀
certain	可靠
certainly	一定
certainty	把握
certificate	文憑
certify	簽證
cerumen	耵聹
cervix	子宮頸
cesspit	污水坑
cgi	金塊
chad	乍得
chaff	秕糠
chain	連環
chains	鎖鏈
chair	主持
chairman	會長
chairperson	會長
chalcopyrite	自然銅
chalk	白堊
challenge	指責
challenger	挑戰者
chamberlain	內臣
chameleon	變色龍
chamois	鞣
champagne	香檳
champion	第一
championship	冠軍賽
championships	錦標賽
chance	可能性
chancellor	大臣
chandelier	吊燈
changchun	長春市
change	交換
changeable	無常
changes	變遷
changsha	長沙市
changzhou	常州市
channel	海峽
channels	渠道
chant	高唱
chaos	亂象
chaotic	千頭萬緒
chap	中峽
chapel	小教堂
chaplain	牧師
chapped	皴
chapter	時期
character	人物
characteristic	各別
charcoal	木炭
charge	要錢
chariot	四輪馬車
charioteer	車把式
charisma	人格魅力
charismatic	有吸引力
charitable	仁慈
charity	好事
charlatan	江湖醫生
charlemagne	查理大帝
charles	查爾斯
charleston	查爾斯頓
charm	小飾物
charmed	心醉
charming	有魅力
chart	圖表
charter	特許狀
charttopping	暢銷
chase	追求
chasis	底盤
chasm	鴻溝
chaste	有道德
chastity	貞潔
chat	交談
chatter	胡扯
chattering	嘁嘁喳喳
chauffeur	司機
chauvinism	沙文主義
chayote	佛手瓜
cheap	便宜
cheaplypriced	廉價
cheat	不忠
cheated	中計
cheater	背叛者
chechen	車臣
check	對照
checker	打格子
checkmark	對號
checkpoint	檢查站
checkpost	卡
checkup	檢查
cheek	面頰
cheekbone	馗
cheeks	頰
cheep	鋼筋水泥
cheer	高興
cheerful	快樂
cheerily	愉快
cheerleader	啦啦隊
cheerless	凄清
cheers	乾杯
cheese	乾酪
cheetah	獵豹
chef	廚師
chela	螯
chelsea	切爾西
chemical	化學
chemicals	化學物
chemise	女用內衣
chemist	化學家
chemistry	化學
chengdu	成都市
chenopodiaceae	蔾
cheongsam	旗袍
cheque	支票
cherish	心懷
chernobyl	切爾諾貝利
cherry	櫻桃
cherryapple	棠
chess	國際象棋
chessboard	棋格狀
chest	衣櫃
chestnut	栗子
chevallier	騎士
chevrolet	雪佛蘭
chew	嚼碎
chewy	艮
chiapas	恰帕斯州
chicago	芝加哥
chick	小雞
chicken	小雞
chickenpox	水痘
chide	喝叱
chief	頭頭
chiefcriminal	罪魁禍首
chiefly	大部分
chieftain	頭目
chilblain	凍穿
child	小孩
childhood	童年
childish	孩子氣
children	小朋友
chile	智利
chili	紅辣椒
chill	風寒
chilly	冷澀
chime	套鐘
chimney	煙囪
chin	下巴
china	中國
chinacuba	中古
chinajapan	中日
chinarussia	中俄
chinatown	中國城
chinausa	中美
chinaware	陶瓷器
chinese	中國
chineseenglish	中英
chineseforeign	中外
chinesepolish	中波
chinghua	慶華
chip	情怯
chipset	芯片組
chiropractic	捏積
chirp	蟲鳥叫聲
chiru	藏羚
chisel	鑿子
chitin	幾丁
chivalrous	有心
chivalry	騎士氣概
chive	細香蔥
chlamydia	衣原菌
chloramphenicol	氯霉素
chlorate	氯酸
chloride	鹽酸鹽
chlorine	氯氣
chloroethylene	氯已烯
chloroform	麻醉藥
chloromycetin	氯霉素
chlorophyll	葉綠素
chloropicrin	氯化苦
chloroplast	葉綠體
chocolate	巧克力
choice	上等
choir	合唱
choke	充塞
choking	堵車
cholera	霍亂
cholesterol	膽固醇
chondrichthyes	軟骨魚類
chongming	崇明島
choose	選取
chooser	選舉人
chop	請洽
chopstick	筷子
chopsticks	筷子
chordata	脊索動物
choreographer	編舞
choreographerdirector	編導
choreography	編舞
chorus	合唱
chotoku	長德
christ	基督
christen	取名
christian	基督教
christianity	基督教
christmas	耶誕節
chromosome	染色體
chronic	長期
chronicle	編年史
chrysalis	蛹
chrysanthemum	菊花
chrysler	克萊斯勒
chub	鰷
chubby	胖乎乎
chuckle	咯咯笑
chuiyangliu	垂楊柳
chunk	組塊
chunking	定量分塊
church	教會
churchman	教士
churchyard	教堂墓地
churn	翻騰
chute	溜槽
chutney	酸辣醬
cia	中央情報局
cicada	知了
cicero	西塞羅
cider	果酒
cigar	雪茄
cigarette	香煙
cilantro	香菜
cilium	纖毛
cinder	煤屑
cinderella	灰姑娘
cinema	電影院
cinnabar	朱砂
cinnamon	肉桂
cipher	暗號
cir	分店
circle	盤旋
circles	界
circuit	線路
circuitous	迂回
circular	公告
circulate	傳流
circumcise	割包皮
circumcision	包皮環切
circumference	方圓
circumstance	情事
circumstances	時運
circus	馬戲團
cirrhosis	肝硬化
cirsium	薊
citation	引文
cite	引用
cites	瀕危野生動植物種國際貿易公約
citibank	花旗銀行
citic	中國國際信托投資公司
citizen	老百姓
city	都會
civicminded	公益
civil	國家
civilian	平民
civility	公德心
civilization	文明
civilize	文明化
civilized	文明
cladding	包層
claim	要求
clairvoyance	千裡眼
clam	中南
clamber	攀登
clammy	濕黏
clamor	聲浪
clamp	夾鉗
clan	家族
clandestine	曖
clang	只能
clanging	鏗然
clank	啷
clap	中立
clarification	釐清
clarify	弄清
clarinet	單簧管
clarity	明晰
clash	豗
clasp	觼
class	學級
classic	經典
classical	經典
classicists	古典派
classics	經
classification	分類
classify	分類
classmate	同學
classroom	教室
classwork	功課
clause	條文
claustrophobia	幽閉恐懼症
clavicle	鎖骨
claw	全裸
clay	泥土
clean	清白
cleaner	清潔器
cleanse	潔淨
cleanup	大掃除
clear	可見
clearance	間隙
clearcut	明確
clearheaded	清醒
clearly	清楚地
cleave	劈開
clenbuterol	雙氯醇胺
clergy	教士
clergyman	牧師
cleric	神職人員
clerk	文書
cleveland	克利夫蘭
clever	機智
cleverness	靈氣
client	當事人
cliff	山崖
cliffhanging	扣人心弦
cliffledge	磴
climate	天氣
climax	高潮
climb	上升
climbing	登山
clindamycin	克林霉素
cling	將令
clinic	門診室
clinical	臨床
clinograph	角規
clip	呫囁
clippings	剪報
clique	朋黨
clitoris	陰蒂
clivia	君子蘭
cloaca	洩殖腔
cloak	大衣
cloakroom	衣帽間
clock	時鐘
clockface	鐘表盤
clockwise	順時針
clog	阻絕
clogged	否
clogs	屐
cloisonne	景泰藍
cloister	寺院
clone	克隆
close	相近
closed	閉著
closedcaptioning	小標題
closefitting	貼切
closely	接近地
closet	密室
clot	凝塊
cloth	布料
clothes	著裝
clotheshanger	衣架
clotheshorse	椸
clothing	裝束
clothwrapper	包袱
cloud	雲煙
cloudburst	豪雨
cloudy	多雲
clover	苜
clown	小丑
club	會所
clue	蛛絲馬跡
clues	線索
clumsy	笨手笨腳
clung	出籠
cluster	成串
clutch	離合器
cnn	金龜子
cnooc	中國海洋石油總公司
coacervation	凝聚
coach	教練
coagulate	血凝
coal	木炭
coalesce	積聚
coalition	聯盟
coarse	粗魯
coarseness	粗細
coast	海邊
coastal	海岸
coastguard	海岸警衛隊
coastland	沿海地區
coastline	海岸線
coat	大衣
coating	覆膜
coax	哄
cobble	石子兒
cobbler	皮匠
cobblestone	鵝卵石
cobra	眼鏡蛇
cobweb	蜘蛛網
cocacola	可口可樂
cocaine	可卡因
coccidioidomycosis	球孢子菌病
coccyx	尾骨
cochlea	耳蝸
cock	公雞
cockpit	駕駛艙
cockroach	蟑螂
cockscomb	雞冠
cocktail	冷盤
coco	谷住谷住
cocoa	可可
coconspirator	同伙
coconut	椰子
cocoon	繭
cod	公仔
coda	結尾
coddle	嬌慣
code	法則
codeine	可待因
codeword	隱語
codfish	鱈
coding	編碼
codon	密碼子
coeducation	男女同校
coefficient	係數
coerce	威逼
coercion	威迫
coexist	共處
coffee	咖啡
coffeeshop	咖啡館
coffin	靈柩
cognate	同源詞
cohere	拼合
coherent	連聲
cohesion	凝聚力
cohesive	凝聚力
cohesiveness	凝聚力
coiffure	髮型
coil	線圈
coiled	蜷曲
coin	錢幣
coincide	對茬兒
coincidence	巧合
coincidentally	巧
coining	壓花
coins	幣
coke	可樂
coking	煉焦
cola	可樂
cold	感冒
coldblood	冷血
coldhearted	冷酷無情
coldproof	耐寒
coldrolling	冷軋
coldy	冷冷
coleoptera	甲殼蟲類
coleseed	油菜籽
collaborate	合作
collaborative	共同
collaborator	合作者
collagen	膠原纖維
collapse	解體
collar	硬領
collarbone	鎖骨
collate	校勘
colleague	同事
collect	收集
collection	收藏品
collective	集體
collectives	先進集體
college	大學
collide	對撞
collision	相撞
collocation	組合
colloid	膠體
colloquial	口語
collude	伙同
cologne	香水
colombia	哥倫比亞
colon	結腸
colonel	上校
colonial	殖民
colonialism	殖民主義
colony	群體
color	彩色
colorado	科羅拉多
coloration	色彩
colored	有色
colorful	多姿多采
coloring	色彩
colorless	無色
colossia	歌羅西
colour	顏色
colourful	多姿多采
colpitis	陰道炎
colt	小馬
columbium	鈳
columbus	哥倫布紀
column	專欄
coma	昏迷
comb	巨無霸
combat	對抗
combative	敵對
combination	結合
combinatorial	組合
combinatorics	組合論
combine	合為
combustion	燃燒
come	到達
comedy	喜劇
comet	彗星
comfort	安慰
comfortable	自在
comforted	寬心
comforter	保惠師
comic	喜劇
comical	滑稽
coming	未來
comintern	國際共產主義運動
comma	逗號
command	管轄
commandeer	征用
commander	中校
commanderinchief	上將軍
commandment	戒律
commando	別動隊
commemorate	紀念
commend	表揚
commendable	值得稱讚
commendatory	褒義
comment	意見
commentary	評論
commentator	分析師
commentators	輿論界
commerce	商業
commercial	商業
commercialize	商業化
commissarian	簿記管理員
commission	任命
commissioner	專員
commissurotomy	裂腦人
commit	保證
committee	委員
commode	衛生陶瓷
commodification	商品化
commodity	商品
common	一般
commoner	平民
commonplace	陳詞濫調
commons	共用
commonwealth	公益
commotion	動盪
communal	公有
commune	公社
communicate	交流
communicating	相通
communication	交通
communications	通訊
communicator	傳話人
communion	交誼
communique	公報
communism	共產主義
communist	共產
community	都會
commuting	通勤
comoros	科摩洛
compact	小型
compactor	壓縮機
companion	同伴
companions	儔
companionship	友誼
company	同伴
comparable	可比
comparatively	比較
compare	對照
comparison	對照
compartment	間隔
compass	指南針
compassion	同情
compassionate	有心
compatibility	和諧性
compatible	相容
compel	強迫
compensate	補償
compensation	索賠
compete	出賽
competence	才干
competent	能幹
competition	比賽
competitior	敵手
competitive	競相
competitiveness	競爭力
competitor	對手
compilation	彙編
compile	著述
compiler	編者
complacent	得意
complain	發牢騷
complainant	原告
complaint	意見
complaisant	娩
complement	附加物
complementary	互補
complete	十足
completed	完結
completely	十成
completeness	完備性
complex	複合
complexion	面色
complexity	複雜性
compliance	遵行
complicate	復雜化
complicated	曲折
complicating	復雜化
compliment	道賀
comply	依循
component	成分
components	部件
compose	組成
composed	不慌不忙
composer	作家
composite	綜合
composition	成分
compost	壤土
composure	平靜
compound	大院
comprehend	理解
comprehension	理解
comprehensive	全面
compress	壓緊
compressed	密集
compressible	可壓縮
compression	壓縮
compressor	壓縮機
comprise	包括
compromise	折中
compute	計算
computer	電腦
comrade	同志
comradeinarms	戰友
comrades	儔
comradesinarms	火伴
concave	凹進
concavity	凹度
conceal	包藏
concealed	掩藏
concede	認輸
conceited	自負
conceivable	可想像
conceive	受胎
concentrate	著眼
concentrated	專一
concentrating	孜孜不倦
concentration	全神貫注
concentrator	集中器
concentric	同心
concept	理念
conception	想像力
concern	有關
concerned	關心
concerning	有關
concert	音樂會
concerto	協奏曲
concession	讓步
conch	貝殼
conciliation	勸解
conciliatory	和解
concise	要言不煩
conclude	了結
conclusion	結果
conclusive	決定性
concoct	編造
concrete	三合土
concretize	具體化
concubine	小老婆
concur	同意
concurrent	一致
condemn	判處
condense	壓縮
condensed	凝練
condescending	目中無人
condiment	調料
condiments	作料
condition	地步
conditional	有條件
conditioner	調節器
conditions	勢
condolences	弔喪
condom	安全套
condor	美洲兀鷹
conducive	有助
conduct	行為
conductive	導電
conductivity	傳導性
conductor	指揮
condyles	髁
cone	圓錐
confederation	同盟國
confer	商談
conference	會議
confess	交代
confession	自白
confidence	自信
confident	有信心
confidential	密
confine	局限
confined	拘牽
confirm	確定
confirmation	證實禮
confiscate	沒收
conflagration	大火
conflict	分歧
confluence	匯點
conform	整合
conformal	保角
confront	對敵
confrontation	對證
confucian	儒者
confucianism	儒學
confucius	孔丘
confuse	迷惑
confused	爽然
confusion	迷亂
congeal	凝固
congealed	冱
congee	告別
congenial	對心
congest	充塞
congestion	交通堵塞
congo	剛果
congrats	祝賀
congratulate	道賀
congratulation	祝賀
congratulations	祝賀
congregate	聚居
congress	國會
congressman	國會議員
conical	圓錐
coniform	圓錐形
conjecture	統假設
conjugation	共軛作用
conjunction	連接詞
conjunctivitis	結膜炎
conjure	使魔法
connect	交接
connected	相通
connecticut	康涅狄格州
connection	相連
connectionism	連結主義
connectionless	無連接
connectionoriented	面嚮連接
connector	接口
connoisseur	行家
connotation	內涵
conotoxin	芋螺毒素
conpoy	乾貝
conquer	戰勝
conqueror	勝利者
consanguinity	近親
conscience	心肝
conscientious	不苟
conscientiously	切實
conscious	有知覺
consciousness	意識
conscript	徵募
consecrate	供奉
consensus	共識
consent	同意
consequence	後果
consequences	後果
consequently	於是
conservatism	保守主義
conservative	故步自封
conservatory	音樂院
conserve	保存
consider	體諒
considerable	可觀
considerably	相當
considerate	有心眼
consideration	心眼
considering	就﹍而言
consist	組成
consistency	一致
consistent	一致
consolation	慰藉
console	安慰
consolidate	加強
consolidation	統戰
consomme	清湯
consonant	子音
consort	配偶
conspicuous	引人注意
conspiracy	共謀罪
conspirator	共謀者
conspire	合謀
constable	警官
constancy	持久性
